Action Num,HandNum,TimeStamp,Small Blind,Big Blind,StartHeroTurn,Game Phase,Hero Chips,Villain Chips,Pot Chips,Hole Cards,Board Cards,Log Line
1053,87,"13:52:35,312",20,40,False,FLOP,7750,2090,160,"[?s,?h]","[5s,3h,Kd]","Guest15166 checks.
"
1054,87,"13:52:35,500",20,40,True,FLOP,7750,2090,160,"[?s,?h]","[5s,3h,Kd]","Guest84440 checks.
"
1055,87,"13:52:35,550",20,40,True,TURN,7750,2090,160,"[?s,?h]","[5s,3h,Kd,Ac]","TURN [board cards 5s,3h,Kd,Ac]
"
1056,87,"13:52:38,301",20,40,False,TURN,7710,2090,200,"[?s,?h]","[5s,3h,Kd,Ac]","Guest15166 bets $40.
"
1057,87,"13:52:40,010",20,40,True,TURN,7710,2050,240,"[?s,?h]","[5s,3h,Kd,Ac]","Guest84440 calls $40.
"
1058,87,"13:52:40,023",20,40,True,RIVER,7710,2050,240,"[?s,?h]","[5s,3h,Kd,Ac,9h]","RIVER [board cards 5s,3h,Kd,Ac,9h]
"
1059,87,"13:52:43,015",20,40,False,RIVER,7710,2050,240,"[?s,?h]","[5s,3h,Kd,Ac,9h]","Guest15166 checks.
"
1060,87,"13:52:46,142",20,40,True,RIVER,7710,2050,240,"[?s,?h]","[5s,3h,Kd,Ac,9h]","Guest84440 folds.
"
1061,87,"13:52:46,178",20,40,False,RIVER,7950,2050,0,"[?s,?h]","[5s,3h,Kd,Ac,9h]","Guest15166 wins $240
"
1062,88,"13:52:53,525",40,80,True,PREFLOP,7910,1970,120,"[?s,?h]",,"PREFLOP
"
1063,88,"13:52:55,490",40,80,False,PREFLOP,7870,1970,160,"[?s,?h]",,"Guest15166 calls $40.
"
1064,88,"13:53:00,265",40,80,True,PREFLOP,7870,1970,160,"[?s,?h]",,"Guest84440 checks.
"
1065,88,"13:53:00,311",40,80,False,FLOP,7870,1970,160,"[?s,?h]","[3c,3h,Qs]","FLOP [board cards 3c,3h,Qs]
"
1066,88,"13:53:05,516",40,80,True,FLOP,7870,1970,160,"[?s,?h]","[3c,3h,Qs]","Guest84440 checks.
"
1067,88,"13:53:06,210",40,80,False,FLOP,7870,1970,160,"[?s,?h]","[3c,3h,Qs]","Guest15166 checks.
"
1068,88,"13:53:06,289",40,80,False,TURN,7870,1970,160,"[?s,?h]","[3c,3h,Qs,8c]","TURN [board cards 3c,3h,Qs,8c]
"
1069,88,"13:53:12,679",40,80,True,TURN,7870,1970,160,"[?s,?h]","[3c,3h,Qs,8c]","Guest84440 checks.
"
1070,88,"13:53:13,602",40,80,False,TURN,7790,1970,240,"[?s,?h]","[3c,3h,Qs,8c]","Guest15166 bets $80.
"
1071,88,"13:53:21,588",40,80,True,TURN,7790,1970,240,"[?s,?h]","[3c,3h,Qs,8c]","Guest84440 folds.
"
1072,88,"13:53:21,623",40,80,False,TURN,8030,1970,0,"[?s,?h]","[3c,3h,Qs,8c]","Guest15166 wins $240
"
1073,89,"13:53:28,670",40,80,False,PREFLOP,7950,1930,120,"[?s,?h]",,"PREFLOP
"
1074,89,"13:53:31,231",40,80,True,PREFLOP,7950,1890,160,"[?s,?h]",,"Guest84440 calls $40.
"
1075,89,"13:53:31,390",40,80,False,PREFLOP,7870,1890,240,"[?s,?h]",,"Guest15166 bets $80.
"
1076,89,"13:53:33,112",40,80,True,PREFLOP,7870,1810,320,"[?s,?h]",,"Guest84440 calls $80.
"
1077,89,"13:53:33,163",40,80,True,FLOP,7870,1810,320,"[?s,?h]","[8s,Kd,4s]","FLOP [board cards 8s,Kd,4s]
"
1078,89,"13:53:38,389",40,80,False,FLOP,7790,1810,400,"[?s,?h]","[8s,Kd,4s]","Guest15166 bets $80.
"
1079,89,"13:53:39,149",40,80,True,FLOP,7790,1610,600,"[?s,?h]","[8s,Kd,4s]","Guest84440 bets $200.
"
1080,89,"13:53:40,741",40,80,False,FLOP,7670,1610,720,"[?s,?h]","[8s,Kd,4s]","Guest15166 calls $120.
"
1081,89,"13:53:40,790",40,80,True,TURN,7670,1610,720,"[?s,?h]","[8s,Kd,4s,6h]","TURN [board cards 8s,Kd,4s,6h]
"
1082,89,"13:53:43,161",40,80,False,TURN,7670,1610,720,"[?s,?h]","[8s,Kd,4s,6h]","Guest15166 checks.
"
1083,89,"13:53:49,998",40,80,True,TURN,7670,1530,800,"[?s,?h]","[8s,Kd,4s,6h]","Guest84440 bets $80.
"
1084,89,"13:53:52,130",40,80,False,TURN,7590,1530,880,"[?s,?h]","[8s,Kd,4s,6h]","Guest15166 calls $80.
"
1085,89,"13:53:52,187",40,80,True,RIVER,7590,1530,880,"[?s,?h]","[8s,Kd,4s,6h,Jh]","RIVER [board cards 8s,Kd,4s,6h,Jh]
"
1086,89,"13:53:55,985",40,80,False,RIVER,7590,1530,880,"[?s,?h]","[8s,Kd,4s,6h,Jh]","Guest15166 checks.
"
1087,89,"13:53:56,139",40,80,True,RIVER,7590,1450,960,"[?s,?h]","[8s,Kd,4s,6h,Jh]","Guest84440 bets $80.
"
1088,89,"13:53:57,409",40,80,False,RIVER,7510,1450,1040,"[?s,?h]","[8s,Kd,4s,6h,Jh]","Guest15166 calls $80.
"
1088,89,"13:53:57,409",40,80,False,RIVER,7510,1450,1040,"[?s,?h]","[8s,Kd,4s,6h,Jh]","Guest84440 shows [ 2h,8d] - One Pair, Eights
"
1089,89,"13:53:57,450",40,80,False,RIVER,7510,2490,0,"[?s,?h]","[8s,Kd,4s,6h,Jh]","Guest84440 wins $1040
"
1090,90,"13:54:04,791",40,80,True,PREFLOP,7470,2410,120,"[?s,?h]",,"PREFLOP
"
1091,90,"13:54:06,720",40,80,False,PREFLOP,7430,2410,160,"[?s,?h]",,"Guest15166 calls $40.
"
1092,90,"13:54:06,882",40,80,True,PREFLOP,7430,2410,160,"[?s,?h]",,"Guest84440 checks.
"
1093,90,"13:54:06,934",40,80,False,FLOP,7430,2410,160,"[?s,?h]","[4d,Ac,5s]","FLOP [board cards 4d,Ac,5s]
"
1094,90,"13:54:12,061",40,80,True,FLOP,7430,2410,160,"[?s,?h]","[4d,Ac,5s]","Guest84440 checks.
"
1095,90,"13:54:12,342",40,80,False,FLOP,7230,2410,360,"[?s,?h]","[4d,Ac,5s]","Guest15166 bets $200.
"
1096,90,"13:54:15,891",40,80,True,FLOP,7230,2410,360,"[?s,?h]","[4d,Ac,5s]","Guest84440 folds.
"
1097,90,"13:54:15,919",40,80,False,FLOP,7590,2410,0,"[?s,?h]","[4d,Ac,5s]","Guest15166 wins $360
"
1098,91,"13:54:23,200",40,80,False,PREFLOP,7510,2370,120,"[?s,?h]",,"PREFLOP
"
1099,91,"13:54:25,010",40,80,True,PREFLOP,7510,2330,160,"[?s,?h]",,"Guest84440 calls $40.
"
1100,91,"13:54:25,170",40,80,False,PREFLOP,7430,2330,240,"[?s,?h]",,"Guest15166 bets $80.
"
1101,91,"13:54:26,672",40,80,True,PREFLOP,7430,2250,320,"[?s,?h]",,"Guest84440 calls $80.
"
1102,91,"13:54:26,720",40,80,True,FLOP,7430,2250,320,"[?s,?h]","[7s,3h,3c]","FLOP [board cards 7s,3h,3c]
"
1103,91,"13:54:32,399",40,80,False,FLOP,7330,2250,420,"[?s,?h]","[7s,3h,3c]","Guest15166 bets $100.
"
1104,91,"13:54:33,990",40,80,True,FLOP,7330,2150,520,"[?s,?h]","[7s,3h,3c]","Guest84440 calls $100.
"
1105,91,"13:54:34,052",40,80,True,TURN,7330,2150,520,"[?s,?h]","[7s,3h,3c,4s]","TURN [board cards 7s,3h,3c,4s]
"
1106,91,"13:54:37,893",40,80,False,TURN,7130,2150,720,"[?s,?h]","[7s,3h,3c,4s]","Guest15166 bets $200.
"
1107,91,"13:54:41,481",40,80,True,TURN,7130,2150,720,"[?s,?h]","[7s,3h,3c,4s]","Guest84440 folds.
"
1108,91,"13:54:41,533",40,80,False,TURN,7850,2150,0,"[?s,?h]","[7s,3h,3c,4s]","Guest15166 wins $720
"
1109,92,"13:54:48,598",40,80,True,PREFLOP,7810,2070,120,"[?s,?h]",,"PREFLOP
"
1110,92,"13:54:51,672",40,80,False,PREFLOP,7770,2070,160,"[?s,?h]",,"Guest15166 calls $40.
"
1111,92,"13:54:51,832",40,80,True,PREFLOP,7770,2070,160,"[?s,?h]",,"Guest84440 checks.
"
1112,92,"13:54:51,880",40,80,False,FLOP,7770,2070,160,"[?s,?h]","[Jh,8h,Kh]","FLOP [board cards Jh,8h,Kh]
"
1113,92,"13:54:58,020",40,80,True,FLOP,7770,1920,310,"[?s,?h]","[Jh,8h,Kh]","Guest84440 bets $150.
"
1114,92,"13:54:59,711",40,80,False,FLOP,7770,1920,310,"[?s,?h]","[Jh,8h,Kh]","Guest15166 folds.
"
1115,92,"13:54:59,770",40,80,False,FLOP,7770,2230,0,"[?s,?h]","[Jh,8h,Kh]","Guest84440 wins $310
"
1116,93,"13:55:07,093",40,80,False,PREFLOP,7690,2190,120,"[?s,?h]",,"PREFLOP
"
1117,93,"13:55:10,535",40,80,True,PREFLOP,7690,2150,160,"[?s,?h]",,"Guest84440 calls $40.
"
1118,93,"13:55:10,661",40,80,False,PREFLOP,7690,2150,160,"[?s,?h]",,"Guest15166 checks.
"
1119,93,"13:55:10,710",40,80,True,FLOP,7690,2150,160,"[?s,?h]","[5d,6d,4d]","FLOP [board cards 5d,6d,4d]
"
1120,93,"13:55:16,035",40,80,False,FLOP,7610,2150,240,"[?s,?h]","[5d,6d,4d]","Guest15166 bets $80.
"
1121,93,"13:55:17,903",40,80,True,FLOP,7610,1990,400,"[?s,?h]","[5d,6d,4d]","Guest84440 bets $160.
"
1122,93,"13:55:22,670",40,80,False,FLOP,7310,1990,700,"[?s,?h]","[5d,6d,4d]","Guest15166 bets $300.
"
1123,93,"13:55:26,499",40,80,True,FLOP,7310,1770,920,"[?s,?h]","[5d,6d,4d]","Guest84440 calls $220.
"
1124,93,"13:55:26,510",40,80,True,TURN,7310,1770,920,"[?s,?h]","[5d,6d,4d,6s]","TURN [board cards 5d,6d,4d,6s]
"
1125,93,"13:55:30,951",40,80,False,TURN,7010,1770,1220,"[?s,?h]","[5d,6d,4d,6s]","Guest15166 bets $300.
"
1126,93,"13:55:34,583",40,80,True,TURN,7010,1470,1520,"[?s,?h]","[5d,6d,4d,6s]","Guest84440 calls $300.
"
1127,93,"13:55:34,596",40,80,True,RIVER,7010,1470,1520,"[?s,?h]","[5d,6d,4d,6s,5h]","RIVER [board cards 5d,6d,4d,6s,5h]
"
1128,93,"13:55:39,657",40,80,False,RIVER,6010,1470,2520,"[?s,?h]","[5d,6d,4d,6s,5h]","Guest15166 bets $1000.
"
1129,93,"13:55:51,470",40,80,True,RIVER,6010,1470,2520,"[?s,?h]","[5d,6d,4d,6s,5h]","Guest84440 folds.
"
1130,93,"13:55:51,507",40,80,False,RIVER,8530,1470,0,"[?s,?h]","[5d,6d,4d,6s,5h]","Guest15166 wins $2520
"
1131,94,"13:55:58,984",40,80,True,PREFLOP,8490,1390,120,"[?s,?h]",,"PREFLOP
"
1132,94,"13:56:00,251",40,80,False,PREFLOP,8450,1390,160,"[?s,?h]",,"Guest15166 calls $40.
"
1133,94,"13:56:00,472",40,80,True,PREFLOP,8450,1390,160,"[?s,?h]",,"Guest84440 checks.
"
1134,94,"13:56:00,483",40,80,False,FLOP,8450,1390,160,"[?s,?h]","[4d,7d,9c]","FLOP [board cards 4d,7d,9c]
"
1135,94,"13:56:05,580",40,80,True,FLOP,8450,1390,160,"[?s,?h]","[4d,7d,9c]","Guest84440 checks.
"
1136,94,"13:56:05,742",40,80,False,FLOP,8370,1390,240,"[?s,?h]","[4d,7d,9c]","Guest15166 bets $80.
"
1137,94,"13:56:07,533",40,80,True,FLOP,8370,1310,320,"[?s,?h]","[4d,7d,9c]","Guest84440 calls $80.
"
1138,94,"13:56:07,533",40,80,False,TURN,8370,1310,320,"[?s,?h]","[4d,7d,9c,Ac]","TURN [board cards 4d,7d,9c,Ac]
"
1139,94,"13:56:10,197",40,80,True,TURN,8370,1310,320,"[?s,?h]","[4d,7d,9c,Ac]","Guest84440 folds.
"
1140,94,"13:56:10,216",40,80,False,TURN,8690,1310,0,"[?s,?h]","[4d,7d,9c,Ac]","Guest15166 wins $320
"
1141,95,"13:56:17,567",40,80,False,PREFLOP,8610,1270,120,"[Ad,9h]",,"PREFLOP
"
1142,95,"13:56:20,120",40,80,True,PREFLOP,8610,1230,160,"[Ad,9h]",,"Guest84440 calls $40.
"
1143,95,"13:56:20,281",40,80,False,PREFLOP,8530,1230,240,"[Ad,9h]",,"Guest15166 bets $80.
"
1144,95,"13:56:22,192",40,80,True,PREFLOP,8530,1150,320,"[Ad,9h]",,"Guest84440 calls $80.
"
1145,95,"13:56:22,241",40,80,True,FLOP,8530,1150,320,"[Ad,9h]","[Qs,7d,As]","FLOP [board cards Qs,7d,As]
"
1146,95,"13:56:27,905",40,80,False,FLOP,8430,1150,420,"[Ad,9h]","[Qs,7d,As]","Guest15166 bets $100.
"
1147,95,"13:56:28,207",40,80,True,FLOP,8430,950,620,"[Ad,9h]","[Qs,7d,As]","Guest84440 bets $200.
"
1148,95,"13:56:30,072",40,80,False,FLOP,8230,950,820,"[Ad,9h]","[Qs,7d,As]","Guest15166 bets $200.
"
1149,95,"13:56:31,684",40,80,True,FLOP,8230,850,920,"[Ad,9h]","[Qs,7d,As]","Guest84440 calls $100.
"
1150,95,"13:56:31,741",40,80,True,TURN,8230,850,920,"[Ad,9h]","[Qs,7d,As,2c]","TURN [board cards Qs,7d,As,2c]
"
1151,95,"13:56:34,910",40,80,False,TURN,8150,850,1000,"[Ad,9h]","[Qs,7d,As,2c]","Guest15166 bets $80.
"
1152,95,"13:56:36,391",40,80,True,TURN,8150,770,1080,"[Ad,9h]","[Qs,7d,As,2c]","Guest84440 calls $80.
"
1153,95,"13:56:36,403",40,80,True,RIVER,8150,770,1080,"[Ad,9h]","[Qs,7d,As,2c,Kd]","RIVER [board cards Qs,7d,As,2c,Kd]
"
1154,95,"13:56:41,880",40,80,False,RIVER,7380,770,1850,"[Ad,9h]","[Qs,7d,As,2c,Kd]","Guest15166 bets $770.
"
1155,95,"13:56:43,454",40,80,True,RIVER,7380,0,2620,"[Ad,9h]","[Qs,7d,As,2c,Kd]","Guest84440 is all in with $770.
"
1155,95,"13:56:43,454",40,80,False,RIVER,7380,0,2620,"[Ad,9h]","[Qs,7d,As,2c,Kd]","Guest15166 shows [ Ad,9h] - One Pair, Aces
"
1155,95,"13:56:43,454",40,80,False,RIVER,7380,0,2620,"[Ad,9h]","[Qs,7d,As,2c,Kd]","Guest84440 shows [ 3c,Qc] - One Pair, Queens
"
1156,95,"13:56:43,454",40,80,False,RIVER,10000,0,0,"[Ad,9h]","[Qs,7d,As,2c,Kd]","Guest15166 wins $2620
"
