Action Num,HandNum,TimeStamp,Small Blind,Big Blind,StartHeroTurn,Game Phase,Hero Chips,Villain Chips,Pot Chips,Hole Cards,Board Cards,Log Line
858,70,"13:44:37,899",80,160,False,TURN,8890,790,320,"[?s,?h]","[9h,Th,Tc,Jh]","TURN [board cards 9h,Th,Tc,Jh]
"
859,70,"13:44:40,267",80,160,True,TURN,8890,790,320,"[?s,?h]","[9h,Th,Tc,Jh]","Guest84440 checks.
"
860,70,"13:44:40,408",80,160,False,TURN,8890,790,320,"[?s,?h]","[9h,Th,Tc,Jh]","Guest15166 checks.
"
861,70,"13:44:40,458",80,160,False,RIVER,8890,790,320,"[?s,?h]","[9h,Th,Tc,Jh,Qs]","RIVER [board cards 9h,Th,Tc,Jh,Qs]
"
862,70,"13:44:45,408",80,160,True,RIVER,8890,790,320,"[?s,?h]","[9h,Th,Tc,Jh,Qs]","Guest84440 checks.
"
863,70,"13:44:47,533",80,160,False,RIVER,8490,790,720,"[?s,?h]","[9h,Th,Tc,Jh,Qs]","Guest15166 bets $400.
"
864,70,"13:44:55,428",80,160,True,RIVER,8490,790,720,"[?s,?h]","[9h,Th,Tc,Jh,Qs]","Guest84440 folds.
"
865,70,"13:44:55,461",80,160,False,RIVER,9210,790,0,"[?s,?h]","[9h,Th,Tc,Jh,Qs]","Guest15166 wins $720
"
866,71,"13:45:02,528",160,320,False,PREFLOP,8890,630,480,"[6s,3s]",,"PREFLOP
"
867,71,"13:45:05,769",160,320,True,PREFLOP,8890,470,640,"[6s,3s]",,"Guest84440 calls $160.
"
868,71,"13:45:05,929",160,320,False,PREFLOP,8890,470,640,"[6s,3s]",,"Guest15166 checks.
"
869,71,"13:45:05,979",160,320,True,FLOP,8890,470,640,"[6s,3s]","[8d,Qd,6d]","FLOP [board cards 8d,Qd,6d]
"
870,71,"13:45:11,816",160,320,False,FLOP,8570,470,960,"[6s,3s]","[8d,Qd,6d]","Guest15166 bets $320.
"
871,71,"13:45:13,932",160,320,True,FLOP,8570,150,1280,"[6s,3s]","[8d,Qd,6d]","Guest84440 calls $320.
"
872,71,"13:45:13,944",160,320,True,TURN,8570,150,1280,"[6s,3s]","[8d,Qd,6d,Qh]","TURN [board cards 8d,Qd,6d,Qh]
"
873,71,"13:45:16,233",160,320,False,TURN,8250,150,1600,"[6s,3s]","[8d,Qd,6d,Qh]","Guest15166 bets $320.
"
874,71,"13:45:18,058",160,320,True,TURN,8250,0,1750,"[6s,3s]","[8d,Qd,6d,Qh]","Guest84440 is all in with $150.
"
874,71,"13:45:18,058",160,320,False,TURN,8250,0,1750,"[6s,3s]","[8d,Qd,6d,Qh]","Guest15166 shows [6s,3s]
"
874,71,"13:45:18,058",160,320,False,TURN,8250,0,1750,"[6s,3s]","[8d,Qd,6d,Qh]","Guest84440 shows [9s,8s]
"
875,71,"13:45:18,069",160,320,True,RIVER,8250,0,1750,"[6s,3s]","[8d,Qd,6d,Qh,6c]","RIVER [board cards 8d,Qd,6d,Qh,6c]
"
876,71,"13:45:18,069",160,320,False,RIVER,10000,0,0,"[6s,3s]","[8d,Qd,6d,Qh,6c]","Guest15166 wins $1750
"
877,72,"13:45:35,633",10,20,True,PREFLOP,4990,4980,30,"[?s,?h]",,"PREFLOP
"
878,72,"13:45:38,678",10,20,False,PREFLOP,4980,4980,40,"[?s,?h]",,"Guest15166 calls $10.
"
879,72,"13:45:40,538",10,20,True,PREFLOP,4980,4980,40,"[?s,?h]",,"Guest84440 checks.
"
880,72,"13:45:40,551",10,20,False,FLOP,4980,4980,40,"[?s,?h]","[2s,Ac,8c]","FLOP [board cards 2s,Ac,8c]
"
881,72,"13:45:45,608",10,20,True,FLOP,4980,4980,40,"[?s,?h]","[2s,Ac,8c]","Guest84440 checks.
"
882,72,"13:45:48,698",10,20,False,FLOP,4960,4980,60,"[?s,?h]","[2s,Ac,8c]","Guest15166 bets $20.
"
883,72,"13:45:51,284",10,20,True,FLOP,4960,4960,80,"[?s,?h]","[2s,Ac,8c]","Guest84440 calls $20.
"
884,72,"13:45:51,284",10,20,False,TURN,4960,4960,80,"[?s,?h]","[2s,Ac,8c,Qc]","TURN [board cards 2s,Ac,8c,Qc]
"
885,72,"13:45:54,463",10,20,True,TURN,4960,4960,80,"[?s,?h]","[2s,Ac,8c,Qc]","Guest84440 checks.
"
886,72,"13:45:54,585",10,20,False,TURN,4940,4960,100,"[?s,?h]","[2s,Ac,8c,Qc]","Guest15166 bets $20.
"
887,72,"13:45:57,013",10,20,True,TURN,4940,4940,120,"[?s,?h]","[2s,Ac,8c,Qc]","Guest84440 calls $20.
"
888,72,"13:45:57,025",10,20,False,RIVER,4940,4940,120,"[?s,?h]","[2s,Ac,8c,Qc,5c]","RIVER [board cards 2s,Ac,8c,Qc,5c]
"
889,72,"13:46:03,975",10,20,True,RIVER,4940,4940,120,"[?s,?h]","[2s,Ac,8c,Qc,5c]","Guest84440 folds.
"
890,72,"13:46:03,975",10,20,False,RIVER,5060,4940,0,"[?s,?h]","[2s,Ac,8c,Qc,5c]","Guest15166 wins $120
"
891,73,"13:46:11,321",10,20,False,PREFLOP,5040,4930,30,"[?s,?h]",,"PREFLOP
"
892,73,"13:46:13,509",10,20,True,PREFLOP,5040,4920,40,"[?s,?h]",,"Guest84440 calls $10.
"
893,73,"13:46:13,674",10,20,False,PREFLOP,5040,4920,40,"[?s,?h]",,"Guest15166 checks.
"
894,73,"13:46:13,719",10,20,True,FLOP,5040,4920,40,"[?s,?h]","[9s,Td,6d]","FLOP [board cards 9s,Td,6d]
"
895,73,"13:46:18,839",10,20,False,FLOP,5040,4920,40,"[?s,?h]","[9s,Td,6d]","Guest15166 checks.
"
896,73,"13:46:18,998",10,20,True,FLOP,5040,4900,60,"[?s,?h]","[9s,Td,6d]","Guest84440 bets $20.
"
897,73,"13:46:20,268",10,20,False,FLOP,5020,4900,80,"[?s,?h]","[9s,Td,6d]","Guest15166 calls $20.
"
898,73,"13:46:20,308",10,20,True,TURN,5020,4900,80,"[?s,?h]","[9s,Td,6d,7s]","TURN [board cards 9s,Td,6d,7s]
"
899,73,"13:46:23,569",10,20,False,TURN,5020,4900,80,"[?s,?h]","[9s,Td,6d,7s]","Guest15166 checks.
"
900,73,"13:46:26,793",10,20,True,TURN,5020,4450,530,"[?s,?h]","[9s,Td,6d,7s]","Guest84440 bets $450.
"
901,73,"13:46:29,017",10,20,False,TURN,5020,4450,530,"[?s,?h]","[9s,Td,6d,7s]","Guest15166 folds.
"
902,73,"13:46:29,077",10,20,False,TURN,5020,4980,0,"[?s,?h]","[9s,Td,6d,7s]","Guest84440 wins $530
"
903,74,"13:46:36,164",10,20,True,PREFLOP,5010,4960,30,"[?s,?h]",,"PREFLOP
"
904,74,"13:46:38,430",10,20,False,PREFLOP,5000,4960,40,"[?s,?h]",,"Guest15166 calls $10.
"
905,74,"13:46:38,649",10,20,True,PREFLOP,5000,4960,40,"[?s,?h]",,"Guest84440 checks.
"
906,74,"13:46:38,708",10,20,False,FLOP,5000,4960,40,"[?s,?h]","[3s,Tc,Ac]","FLOP [board cards 3s,Tc,Ac]
"
907,74,"13:46:43,849",10,20,True,FLOP,5000,4660,340,"[?s,?h]","[3s,Tc,Ac]","Guest84440 bets $300.
"
908,74,"13:46:49,498",10,20,False,FLOP,5000,4660,340,"[?s,?h]","[3s,Tc,Ac]","Guest15166 folds.
"
909,74,"13:46:49,566",10,20,False,FLOP,5000,5000,0,"[?s,?h]","[3s,Tc,Ac]","Guest84440 wins $340
"
910,75,"13:46:56,885",10,20,False,PREFLOP,4980,4990,30,"[3c,9s]",,"PREFLOP
"
911,75,"13:46:58,669",10,20,True,PREFLOP,4980,4980,40,"[3c,9s]",,"Guest84440 calls $10.
"
912,75,"13:46:58,828",10,20,False,PREFLOP,4980,4980,40,"[3c,9s]",,"Guest15166 checks.
"
913,75,"13:46:58,879",10,20,True,FLOP,4980,4980,40,"[3c,9s]","[2c,Kd,9h]","FLOP [board cards 2c,Kd,9h]
"
914,75,"13:47:03,991",10,20,False,FLOP,4960,4980,60,"[3c,9s]","[2c,Kd,9h]","Guest15166 bets $20.
"
915,75,"13:47:05,788",10,20,True,FLOP,4960,4960,80,"[3c,9s]","[2c,Kd,9h]","Guest84440 calls $20.
"
916,75,"13:47:05,839",10,20,True,TURN,4960,4960,80,"[3c,9s]","[2c,Kd,9h,9c]","TURN [board cards 2c,Kd,9h,9c]
"
917,75,"13:47:11,409",10,20,False,TURN,4910,4960,130,"[3c,9s]","[2c,Kd,9h,9c]","Guest15166 bets $50.
"
918,75,"13:47:13,456",10,20,True,TURN,4910,4910,180,"[3c,9s]","[2c,Kd,9h,9c]","Guest84440 calls $50.
"
919,75,"13:47:13,471",10,20,True,RIVER,4910,4910,180,"[3c,9s]","[2c,Kd,9h,9c,Js]","RIVER [board cards 2c,Kd,9h,9c,Js]
"
920,75,"13:47:17,159",10,20,False,RIVER,4710,4910,380,"[3c,9s]","[2c,Kd,9h,9c,Js]","Guest15166 bets $200.
"
921,75,"13:47:21,030",10,20,True,RIVER,4710,4160,1130,"[3c,9s]","[2c,Kd,9h,9c,Js]","Guest84440 bets $750.
"
922,75,"13:47:22,975",10,20,False,RIVER,3610,4160,2230,"[3c,9s]","[2c,Kd,9h,9c,Js]","Guest15166 bets $1100.
"
923,75,"13:47:24,815",10,20,True,RIVER,3610,3610,2780,"[3c,9s]","[2c,Kd,9h,9c,Js]","Guest84440 calls $550.
"
923,75,"13:47:24,815",10,20,False,RIVER,3610,3610,2780,"[3c,9s]","[2c,Kd,9h,9c,Js]","Guest15166 shows [ 3c,9s] - Three of a Kind, Nines
"
924,75,"13:47:24,827",10,20,False,RIVER,6390,3610,0,"[3c,9s]","[2c,Kd,9h,9c,Js]","Guest15166 wins $2780
"
925,76,"13:47:31,777",10,20,True,PREFLOP,6380,3590,30,"[?s,?h]",,"PREFLOP
"
926,76,"13:47:33,318",10,20,False,PREFLOP,6370,3590,40,"[?s,?h]",,"Guest15166 calls $10.
"
927,76,"13:47:34,509",10,20,True,PREFLOP,6370,3590,40,"[?s,?h]",,"Guest84440 checks.
"
928,76,"13:47:34,558",10,20,False,FLOP,6370,3590,40,"[?s,?h]","[2s,6h,8s]","FLOP [board cards 2s,6h,8s]
"
929,76,"13:47:39,718",10,20,True,FLOP,6370,3240,390,"[?s,?h]","[2s,6h,8s]","Guest84440 bets $350.
"
930,76,"13:47:42,800",10,20,False,FLOP,6370,3240,390,"[?s,?h]","[2s,6h,8s]","Guest15166 folds.
"
931,76,"13:47:42,862",10,20,False,FLOP,6370,3630,0,"[?s,?h]","[2s,6h,8s]","Guest84440 wins $390
"
932,77,"13:47:49,944",10,20,False,PREFLOP,6350,3620,30,"[?s,?h]",,"PREFLOP
"
933,77,"13:47:51,932",10,20,True,PREFLOP,6350,3610,40,"[?s,?h]",,"Guest84440 calls $10.
"
934,77,"13:47:52,089",10,20,False,PREFLOP,6330,3610,60,"[?s,?h]",,"Guest15166 bets $20.
"
935,77,"13:47:53,878",10,20,True,PREFLOP,6330,3590,80,"[?s,?h]",,"Guest84440 calls $20.
"
936,77,"13:47:53,889",10,20,True,FLOP,6330,3590,80,"[?s,?h]","[9s,Qh,4c]","FLOP [board cards 9s,Qh,4c]
"
937,77,"13:47:58,918",10,20,False,FLOP,6310,3590,100,"[?s,?h]","[9s,Qh,4c]","Guest15166 bets $20.
"
938,77,"13:47:59,151",10,20,True,FLOP,6310,3550,140,"[?s,?h]","[9s,Qh,4c]","Guest84440 bets $40.
"
939,77,"13:48:01,320",10,20,False,FLOP,6290,3550,160,"[?s,?h]","[9s,Qh,4c]","Guest15166 calls $20.
"
940,77,"13:48:01,367",10,20,True,TURN,6290,3550,160,"[?s,?h]","[9s,Qh,4c,2c]","TURN [board cards 9s,Qh,4c,2c]
"
941,77,"13:48:06,199",10,20,False,TURN,6290,3550,160,"[?s,?h]","[9s,Qh,4c,2c]","Guest15166 checks.
"
942,77,"13:48:06,365",10,20,True,TURN,6290,3530,180,"[?s,?h]","[9s,Qh,4c,2c]","Guest84440 bets $20.
"
943,77,"13:48:08,940",10,20,False,TURN,6270,3530,200,"[?s,?h]","[9s,Qh,4c,2c]","Guest15166 calls $20.
"
944,77,"13:48:08,978",10,20,True,RIVER,6270,3530,200,"[?s,?h]","[9s,Qh,4c,2c,Kh]","RIVER [board cards 9s,Qh,4c,2c,Kh]
"
945,77,"13:48:12,341",10,20,False,RIVER,6270,3530,200,"[?s,?h]","[9s,Qh,4c,2c,Kh]","Guest15166 checks.
"
946,77,"13:48:12,519",10,20,True,RIVER,6270,3130,600,"[?s,?h]","[9s,Qh,4c,2c,Kh]","Guest84440 bets $400.
"
947,77,"13:48:14,782",10,20,False,RIVER,6270,3130,600,"[?s,?h]","[9s,Qh,4c,2c,Kh]","Guest15166 folds.
"
948,77,"13:48:14,815",10,20,False,RIVER,6270,3730,0,"[?s,?h]","[9s,Qh,4c,2c,Kh]","Guest84440 wins $600
"
949,78,"13:48:21,874",10,20,True,PREFLOP,6260,3710,30,"[4c,5s]",,"PREFLOP
"
950,78,"13:48:24,479",10,20,False,PREFLOP,6250,3710,40,"[4c,5s]",,"Guest15166 calls $10.
"
951,78,"13:48:24,639",10,20,True,PREFLOP,6250,3710,40,"[4c,5s]",,"Guest84440 checks.
"
952,78,"13:48:24,689",10,20,False,FLOP,6250,3710,40,"[4c,5s]","[3d,8h,Kh]","FLOP [board cards 3d,8h,Kh]
"
953,78,"13:48:29,799",10,20,True,FLOP,6250,3690,60,"[4c,5s]","[3d,8h,Kh]","Guest84440 bets $20.
"
954,78,"13:48:30,099",10,20,False,FLOP,6210,3690,100,"[4c,5s]","[3d,8h,Kh]","Guest15166 bets $40.
"
955,78,"13:48:30,821",10,20,True,FLOP,6210,3650,140,"[4c,5s]","[3d,8h,Kh]","Guest84440 bets $40.
"
956,78,"13:48:32,719",10,20,False,FLOP,6190,3650,160,"[4c,5s]","[3d,8h,Kh]","Guest15166 calls $20.
"
957,78,"13:48:32,768",10,20,False,TURN,6190,3650,160,"[4c,5s]","[3d,8h,Kh,4s]","TURN [board cards 3d,8h,Kh,4s]
"
958,78,"13:48:35,079",10,20,True,TURN,6190,3650,160,"[4c,5s]","[3d,8h,Kh,4s]","Guest84440 checks.
"
959,78,"13:48:37,288",10,20,False,TURN,6140,3650,210,"[4c,5s]","[3d,8h,Kh,4s]","Guest15166 bets $50.
"
960,78,"13:48:39,518",10,20,True,TURN,6140,3600,260,"[4c,5s]","[3d,8h,Kh,4s]","Guest84440 calls $50.
"
961,78,"13:48:39,518",10,20,False,RIVER,6140,3600,260,"[4c,5s]","[3d,8h,Kh,4s,5h]","RIVER [board cards 3d,8h,Kh,4s,5h]
"
962,78,"13:48:44,533",10,20,True,RIVER,6140,3600,260,"[4c,5s]","[3d,8h,Kh,4s,5h]","Guest84440 checks.
"
963,78,"13:48:44,679",10,20,False,RIVER,5840,3600,560,"[4c,5s]","[3d,8h,Kh,4s,5h]","Guest15166 bets $300.
"
964,78,"13:48:50,781",10,20,True,RIVER,5840,3300,860,"[4c,5s]","[3d,8h,Kh,4s,5h]","Guest84440 calls $300.
"
964,78,"13:48:50,781",10,20,False,RIVER,5840,3300,860,"[4c,5s]","[3d,8h,Kh,4s,5h]","Guest15166 shows [ 4c,5s] - Two Pair, Fives and Fours
"
965,78,"13:48:50,805",10,20,False,RIVER,6700,3300,0,"[4c,5s]","[3d,8h,Kh,4s,5h]","Guest15166 wins $860
"
966,79,"13:48:57,793",10,20,False,PREFLOP,6680,3290,30,"[?s,?h]",,"PREFLOP
"
967,79,"13:49:00,450",10,20,True,PREFLOP,6680,3260,60,"[?s,?h]",,"Guest84440 bets $30.
"
968,79,"13:49:02,966",10,20,False,PREFLOP,6660,3260,80,"[?s,?h]",,"Guest15166 calls $20.
"
969,79,"13:49:02,998",10,20,True,FLOP,6660,3260,80,"[?s,?h]","[4h,6d,5d]","FLOP [board cards 4h,6d,5d]
"
970,79,"13:49:11,499",10,20,False,FLOP,6610,3260,130,"[?s,?h]","[4h,6d,5d]","Guest15166 bets $50.
"
971,79,"13:49:12,894",10,20,True,FLOP,6610,3210,180,"[?s,?h]","[4h,6d,5d]","Guest84440 calls $50.
"
972,79,"13:49:12,939",10,20,True,TURN,6610,3210,180,"[?s,?h]","[4h,6d,5d,6h]","TURN [board cards 4h,6d,5d,6h]
"
973,79,"13:49:18,090",10,20,False,TURN,6460,3210,330,"[?s,?h]","[4h,6d,5d,6h]","Guest15166 bets $150.
"
974,79,"13:49:24,750",10,20,True,TURN,6460,3060,480,"[?s,?h]","[4h,6d,5d,6h]","Guest84440 calls $150.
"
975,79,"13:49:24,761",10,20,True,RIVER,6460,3060,480,"[?s,?h]","[4h,6d,5d,6h,5c]","RIVER [board cards 4h,6d,5d,6h,5c]
"
976,79,"13:49:30,829",10,20,False,RIVER,5460,3060,1480,"[?s,?h]","[4h,6d,5d,6h,5c]","Guest15166 bets $1000.
"
977,79,"13:49:33,670",10,20,True,RIVER,5460,3060,1480,"[?s,?h]","[4h,6d,5d,6h,5c]","Guest84440 folds.
"
978,79,"13:49:33,684",10,20,False,RIVER,6940,3060,0,"[?s,?h]","[4h,6d,5d,6h,5c]","Guest15166 wins $1480
"
979,80,"13:49:40,725",20,40,True,PREFLOP,6920,3020,60,"[Tc,Ah]",,"PREFLOP
"
980,80,"13:49:44,299",20,40,False,PREFLOP,6900,3020,80,"[Tc,Ah]",,"Guest15166 calls $20.
"
981,80,"13:49:44,488",20,40,True,PREFLOP,6900,3020,80,"[Tc,Ah]",,"Guest84440 checks.
"
982,80,"13:49:44,550",20,40,False,FLOP,6900,3020,80,"[Tc,Ah]","[2h,6h,4s]","FLOP [board cards 2h,6h,4s]
"
983,80,"13:49:49,680",20,40,True,FLOP,6900,3020,80,"[Tc,Ah]","[2h,6h,4s]","Guest84440 checks.
"
984,80,"13:49:49,873",20,40,False,FLOP,6900,3020,80,"[Tc,Ah]","[2h,6h,4s]","Guest15166 checks.
"
985,80,"13:49:49,920",20,40,False,TURN,6900,3020,80,"[Tc,Ah]","[2h,6h,4s,Th]","TURN [board cards 2h,6h,4s,Th]
"
986,80,"13:49:52,410",20,40,True,TURN,6900,3020,80,"[Tc,Ah]","[2h,6h,4s,Th]","Guest84440 checks.
"
987,80,"13:49:54,248",20,40,False,TURN,6850,3020,130,"[Tc,Ah]","[2h,6h,4s,Th]","Guest15166 bets $50.
"
988,80,"13:49:59,338",20,40,True,TURN,6850,2970,180,"[Tc,Ah]","[2h,6h,4s,Th]","Guest84440 calls $50.
"
989,80,"13:49:59,349",20,40,False,RIVER,6850,2970,180,"[Tc,Ah]","[2h,6h,4s,Th,2s]","RIVER [board cards 2h,6h,4s,Th,2s]
"
990,80,"13:50:02,105",20,40,True,RIVER,6850,2970,180,"[Tc,Ah]","[2h,6h,4s,Th,2s]","Guest84440 checks.
"
991,80,"13:50:02,869",20,40,False,RIVER,6810,2970,220,"[Tc,Ah]","[2h,6h,4s,Th,2s]","Guest15166 bets $40.
"
992,80,"13:50:04,139",20,40,True,RIVER,6810,2930,260,"[Tc,Ah]","[2h,6h,4s,Th,2s]","Guest84440 calls $40.
"
992,80,"13:50:04,139",20,40,False,RIVER,6810,2930,260,"[Tc,Ah]","[2h,6h,4s,Th,2s]","Guest15166 shows [ Tc,Ah] - Two Pair, Tens and Deuces
"
993,80,"13:50:04,179",20,40,False,RIVER,7070,2930,0,"[Tc,Ah]","[2h,6h,4s,Th,2s]","Guest15166 wins $260
"
994,81,"13:50:11,272",20,40,False,PREFLOP,7030,2910,60,"[7d,6h]",,"PREFLOP
"
995,81,"13:50:12,838",20,40,True,PREFLOP,7030,2890,80,"[7d,6h]",,"Guest84440 calls $20.
"
996,81,"13:50:13,500",20,40,False,PREFLOP,7030,2890,80,"[7d,6h]",,"Guest15166 checks.
"
997,81,"13:50:13,550",20,40,True,FLOP,7030,2890,80,"[7d,6h]","[4d,Jc,2d]","FLOP [board cards 4d,Jc,2d]
"
998,81,"13:50:18,670",20,40,False,FLOP,7030,2890,80,"[7d,6h]","[4d,Jc,2d]","Guest15166 checks.
"
999,81,"13:50:18,829",20,40,True,FLOP,7030,2890,80,"[7d,6h]","[4d,Jc,2d]","Guest84440 checks.
"
1000,81,"13:50:18,878",20,40,True,TURN,7030,2890,80,"[7d,6h]","[4d,Jc,2d,As]","TURN [board cards 4d,Jc,2d,As]
"
1001,81,"13:50:21,335",20,40,False,TURN,7030,2890,80,"[7d,6h]","[4d,Jc,2d,As]","Guest15166 checks.
"
1002,81,"13:50:23,489",20,40,True,TURN,7030,2890,80,"[7d,6h]","[4d,Jc,2d,As]","Guest84440 checks.
"
1003,81,"13:50:23,501",20,40,True,RIVER,7030,2890,80,"[7d,6h]","[4d,Jc,2d,As,6d]","RIVER [board cards 4d,Jc,2d,As,6d]
"
1004,81,"13:50:27,914",20,40,False,RIVER,6930,2890,180,"[7d,6h]","[4d,Jc,2d,As,6d]","Guest15166 bets $100.
"
1005,81,"13:50:28,110",20,40,True,RIVER,6930,2790,280,"[7d,6h]","[4d,Jc,2d,As,6d]","Guest84440 calls $100.
"
1005,81,"13:50:28,110",20,40,False,RIVER,6930,2790,280,"[7d,6h]","[4d,Jc,2d,As,6d]","Guest15166 shows [ 7d,6h] - One Pair, Sixes
"
1006,81,"13:50:28,146",20,40,False,RIVER,7210,2790,0,"[7d,6h]","[4d,Jc,2d,As,6d]","Guest15166 wins $280
"
1007,82,"13:50:35,219",20,40,True,PREFLOP,7190,2750,60,"[?s,?h]",,"PREFLOP
"
1008,82,"13:50:37,204",20,40,False,PREFLOP,7130,2750,120,"[?s,?h]",,"Guest15166 bets $60.
"
1009,82,"13:50:39,044",20,40,True,PREFLOP,7130,2710,160,"[?s,?h]",,"Guest84440 calls $40.
"
1010,82,"13:50:39,068",20,40,False,FLOP,7130,2710,160,"[?s,?h]","[As,7c,Ts]","FLOP [board cards As,7c,Ts]
"
1011,82,"13:50:44,219",20,40,True,FLOP,7130,2710,160,"[?s,?h]","[As,7c,Ts]","Guest84440 checks.
"
1012,82,"13:50:45,749",20,40,False,FLOP,7080,2710,210,"[?s,?h]","[As,7c,Ts]","Guest15166 bets $50.
"
1013,82,"13:50:51,530",20,40,True,FLOP,7080,2710,210,"[?s,?h]","[As,7c,Ts]","Guest84440 folds.
"
1014,82,"13:50:51,549",20,40,False,FLOP,7290,2710,0,"[?s,?h]","[As,7c,Ts]","Guest15166 wins $210
"
1015,83,"13:50:58,546",20,40,False,PREFLOP,7250,2690,60,"[?s,?h]",,"PREFLOP
"
1016,83,"13:51:00,176",20,40,True,PREFLOP,7250,2670,80,"[?s,?h]",,"Guest84440 calls $20.
"
1017,83,"13:51:00,329",20,40,False,PREFLOP,7210,2670,120,"[?s,?h]",,"Guest15166 bets $40.
"
1018,83,"13:51:02,179",20,40,True,PREFLOP,7210,2630,160,"[?s,?h]",,"Guest84440 calls $40.
"
1019,83,"13:51:02,240",20,40,True,FLOP,7210,2630,160,"[?s,?h]","[Jd,Tc,7h]","FLOP [board cards Jd,Tc,7h]
"
1020,83,"13:51:07,595",20,40,False,FLOP,7110,2630,260,"[?s,?h]","[Jd,Tc,7h]","Guest15166 bets $100.
"
1021,83,"13:51:09,538",20,40,True,FLOP,7110,2530,360,"[?s,?h]","[Jd,Tc,7h]","Guest84440 calls $100.
"
1022,83,"13:51:09,579",20,40,True,TURN,7110,2530,360,"[?s,?h]","[Jd,Tc,7h,9h]","TURN [board cards Jd,Tc,7h,9h]
"
1023,83,"13:51:13,109",20,40,False,TURN,7070,2530,400,"[?s,?h]","[Jd,Tc,7h,9h]","Guest15166 bets $40.
"
1024,83,"13:51:17,929",20,40,True,TURN,7070,2530,400,"[?s,?h]","[Jd,Tc,7h,9h]","Guest84440 folds.
"
1025,83,"13:51:17,969",20,40,False,TURN,7470,2530,0,"[?s,?h]","[Jd,Tc,7h,9h]","Guest15166 wins $400
"
1026,84,"13:51:25,031",20,40,True,PREFLOP,7450,2490,60,"[?s,?h]",,"PREFLOP
"
1027,84,"13:51:28,150",20,40,False,PREFLOP,7450,2490,60,"[?s,?h]",,"Guest15166 folds.
"
1028,84,"13:51:28,199",20,40,False,PREFLOP,7450,2550,0,"[?s,?h]",,"Guest84440 wins $60
"
1029,85,"13:51:35,287",20,40,False,PREFLOP,7410,2530,60,"[Jh,4h]",,"PREFLOP
"
1030,85,"13:51:37,783",20,40,True,PREFLOP,7410,2510,80,"[Jh,4h]",,"Guest84440 calls $20.
"
1031,85,"13:51:37,939",20,40,False,PREFLOP,7410,2510,80,"[Jh,4h]",,"Guest15166 checks.
"
1032,85,"13:51:37,989",20,40,True,FLOP,7410,2510,80,"[Jh,4h]","[7h,Qc,4c]","FLOP [board cards 7h,Qc,4c]
"
1033,85,"13:51:43,110",20,40,False,FLOP,7310,2510,180,"[Jh,4h]","[7h,Qc,4c]","Guest15166 bets $100.
"
1034,85,"13:51:48,549",20,40,True,FLOP,7310,2410,280,"[Jh,4h]","[7h,Qc,4c]","Guest84440 calls $100.
"
1035,85,"13:51:48,564",20,40,True,TURN,7310,2410,280,"[Jh,4h]","[7h,Qc,4c,8h]","TURN [board cards 7h,Qc,4c,8h]
"
1036,85,"13:51:53,649",20,40,False,TURN,7110,2410,480,"[Jh,4h]","[7h,Qc,4c,8h]","Guest15166 bets $200.
"
1037,85,"13:51:56,829",20,40,True,TURN,7110,2210,680,"[Jh,4h]","[7h,Qc,4c,8h]","Guest84440 calls $200.
"
1038,85,"13:51:56,841",20,40,True,RIVER,7110,2210,680,"[Jh,4h]","[7h,Qc,4c,8h,5s]","RIVER [board cards 7h,Qc,4c,8h,5s]
"
1039,85,"13:52:01,479",20,40,False,RIVER,7110,2210,680,"[Jh,4h]","[7h,Qc,4c,8h,5s]","Guest15166 checks.
"
1040,85,"13:52:02,958",20,40,True,RIVER,7110,2210,680,"[Jh,4h]","[7h,Qc,4c,8h,5s]","Guest84440 checks.
"
1040,85,"13:52:02,958",20,40,False,RIVER,7110,2210,680,"[Jh,4h]","[7h,Qc,4c,8h,5s]","Guest15166 shows [ Jh,4h] - One Pair, Fours
"
1041,85,"13:52:02,993",20,40,False,RIVER,7790,2210,0,"[Jh,4h]","[7h,Qc,4c,8h,5s]","Guest15166 wins $680
"
1042,86,"13:52:10,079",20,40,True,PREFLOP,7770,2170,60,"[?s,?h]",,"PREFLOP
"
1043,86,"13:52:12,404",20,40,False,PREFLOP,7750,2170,80,"[?s,?h]",,"Guest15166 calls $20.
"
1044,86,"13:52:12,580",20,40,True,PREFLOP,7750,2170,80,"[?s,?h]",,"Guest84440 checks.
"
1045,86,"13:52:12,629",20,40,False,FLOP,7750,2170,80,"[?s,?h]","[4c,Th,6s]","FLOP [board cards 4c,Th,6s]
"
1046,86,"13:52:17,769",20,40,True,FLOP,7750,2170,80,"[?s,?h]","[4c,Th,6s]","Guest84440 folds.
"
1047,86,"13:52:17,821",20,40,False,FLOP,7830,2170,0,"[?s,?h]","[4c,Th,6s]","Guest15166 wins $80
"
1048,87,"13:52:24,915",20,40,False,PREFLOP,7790,2150,60,"[?s,?h]",,"PREFLOP
"
1049,87,"13:52:26,626",20,40,True,PREFLOP,7790,2130,80,"[?s,?h]",,"Guest84440 calls $20.
"
1050,87,"13:52:27,590",20,40,False,PREFLOP,7750,2130,120,"[?s,?h]",,"Guest15166 bets $40.
"
1051,87,"13:52:30,076",20,40,True,PREFLOP,7750,2090,160,"[?s,?h]",,"Guest84440 calls $40.
"
1052,87,"13:52:30,088",20,40,True,FLOP,7750,2090,160,"[?s,?h]","[5s,3h,Kd]","FLOP [board cards 5s,3h,Kd]
"
